recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R0268,11,7059,kp,blue,8 D Raj,119 L Royal,76 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7059 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7059 KP 250.JPG,33 pcs,high
R0269,11,7059,kp,red,M Royal,119 L Royal,731 L Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7059 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7059 KP 250.JPG,18 pcs,medium
R0270,11,7059,kp,burgundy,M Royal,119 L Royal,768 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7059 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7059 KP 250.JPG,34 pcs,medium
R0271,11,7059,kp,green,8 D Raj,119 L Royal,103 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7059 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7059 KP 250.JPG,41 pcs,high
R0272,11,7061,kp,black,119 L Royal,821 Royal,8 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,28 pcs,high
R0273,11,7061,kp,maroon,119 L Royal,834 DD Raj,M Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,26 pcs,medium
R0274,11,7061,kp,blue,119 L Royal,8 Royal,105 D Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,27 pcs,high
R0275,11,7061,kp,rani,119 L Royal,100 Royal,842 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7061 KP 200.JPG,25 pcs,high
R0276,11,1190,neck,sky blue,110 D Royal,BCH Jari,319 Royal,86 Royal,,,n2=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1190 Neck 400.JPG,,high
R0277,11,1190,neck,peach,110 D Royal,BCH Jari,319 Royal,345 Royal,,,n2=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1190 Neck 400.JPG,Phone written,high
R0278,11,1190,neck,green,LML Royal,BCH Jari,325 Royal,343 Royal,,,n2=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1190 Neck 400.JPG,,medium
R0279,11,6035,kp,purple,325 Royal,102 D Royal,34 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6035 KP 250.BMP,40 pcs,high
R0280,11,6035,kp,green,31 Royal,102 D Royal,34 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6035 KP 250.BMP,45 pcs,high
R0281,11,6035,kp,rust,315 D Royal,121 Royal,34 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6035 KP 250.BMP,36 pcs,high
R0282,11,6009,kp,green,119 L Royal,8 NL Royal,795 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6009 KP 250.BMP,28 pcs,high
R0283,11,6009,kp,red,119 L Royal,88 Raj,710 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6009 KP 250.BMP,27 pcs,high
R0284,11,6009,kp,blue,119 L Royal,795 D Royal,8 NL Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6009 KP 250.BMP,29 pcs,high
R0285,11,6009,kp,rani,119 L Royal,842 Royal,M Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6009 KP 250.BMP,29 pcs,medium
R0286,11,7037,kp,pink,834 D Raj,851 Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7037 KP 200.JPG,29 pcs,high
R0287,11,7037,kp,green,795 D Royal,8 Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7037 KP 200.JPG,27 pcs,high
R0288,11,7037,kp,yellow,168 Royal,8 Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7037 KP 200.JPG,27 pcs,high
R0289,11,7037,kp,blue,795 D Royal,8 Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7037 KP 200.JPG,27 pcs,high
R0290,12,1188,neck+astin,orange,34 S Royal,813 Royal,5 Raj,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1188 Neck.JPG,35 pcs,medium
R0291,12,1188,neck+astin,pink,813 Royal,710 Royal,769 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1188 Neck.JPG,45 pcs,high
R0292,12,1188,neck+astin,yellow,34 S Royal,145 T Raj,813 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1188 Neck.JPG,48 pcs,medium
R0293,12,1176,neck,blue,709 Raj,333 Royal,86 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1176 Neck.JPG,56 pcs,high
R0294,12,1176,neck,green,103 Royal,333 Royal,235 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1176 Neck.JPG,53 pcs,high
R0295,12,1176,neck,orange,127 Raj,333 Royal,727 L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1176 Neck.JPG,57 pcs,high
R0296,12,1164,neck,firozi,74 N Raj,34 S Royal,710 D Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1164 Neck 250.JPG,24 pcs,high
R0297,12,1164,neck,plain,719 Royal,710 Royal,824 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1164 Neck 250.JPG,24 pcs; plane written,high
R0298,12,1164,neck,purple,770 Royal,361 Royal,15 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1164 Neck 250.JPG,27 pcs,high
R0299,12,9054,kp,chiku,308 Royal,188 Raj,809 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,34 pcs,high
R0300,12,9054,kp,grey,61 N Royal,188 Raj,68 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,38 pcs,high
R0301,12,9054,kp,green,809 Royal,188 Raj,45 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,35 pcs,high
R0302,12,9050,kp,firozi,711 Royal,710 Royal,415 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,38 pcs; cream cloth header,high
R0303,12,9050,kp,yellow,104 NL Royal,751 Royal,104 D Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,38 pcs,high
R0304,12,9050,kp,pink,46 Royal,94 Royal,797 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,37 pcs,high
R0308,12,8079,kp,green,235 Royal,314 Royal,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,26 pcs,high
R0309,12,8079,kp,blue,710 D Royal,314 Royal,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,23 pcs,high
R0310,12,8079,kp,purple,362 Royal,314 Royal,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,25 pcs,high
R0311,12,8079,kp,red,732 Royal,314 Royal,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,25 pcs,high
R0312,12,9026,kp,navy blue,105 D Royal,8 NL Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,36 pcs,high
R0313,12,9026,kp,g.blue,105 D Royal,8 NL Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,27 pcs,high
R0314,12,9026,kp,purple,105 D Royal,8 NL Royal,315 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,51 pcs,high
R0321,13,1183,neck,peach,719 Royal,190 Raj,81 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1183 Neck 250.JPG,27 pcs,high
R0322,13,1183,neck,blue,343 Royal,190 Raj,74 N Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1183 Neck 250.JPG,24 pcs,high
R0323,13,1183,neck,pink,124 Royal,190 Raj,27 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1183 Neck 250.JPG,29 pcs,high
R0324,13,1184,neck,blue,415 Royal,710 Royal,711 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1184 Neck 250.JPG,,high
R0325,13,1184,neck,pink,797 Royal,94 Royal,46 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1184 Neck 250.JPG,,high
R0326,13,1184,neck,yellow,104 D Raj,751 Royal,104 NL Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1184 Neck 250.JPG,,high
R0330,13,1186,neck,firozi,143 Royal,31 LL Royal,813 B Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1186 Neck 250.JPG,30 pcs,high
R0331,13,1186,neck,green,1004 Royal,31 LL Royal,849 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1186 Neck 250.JPG,26 pcs,medium
R0332,13,1186,neck,purple,372 L Royal,31 LL Royal,307 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1186 Neck 250.JPG,28 pcs,high
R0336,13,1177,neck,green,125 R Royal,109 Royal,838 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,cream cloth,high
R0337,13,1177,neck,blue,81 Royal,109 Royal,710 D Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,cream cloth,high
R0338,13,1177,neck,purple,702 D Royal,109 Royal,146 T Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,cream cloth,high
R0339,13,1177,neck,firozi,125 R Royal,109 Royal,763 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,cream cloth,high
R0340,13,1177,neck,yellow,81 Royal,702 D Royal,105 L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,cream cloth,high
R0341,13,1163,neck,green,739 Royal,105 L Royal,839 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1163 Neck 250.JPG,cream cloth,high
R0342,13,1163,neck,purple,357 Royal,123 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1163 Neck 250.JPG,cream cloth,high
R0343,13,1163,neck,blue,361 R Raj,840 Royal,709 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1163 Neck 250.JPG,cream cloth,high
R0350,14,1179,neck+astin border,purple,1004 Royal,147 T Raj,834 DD Raj,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1179 Asteen Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1179 Neck 400.JPG,,medium
R0351,14,1179,neck+astin border,green,241 Royal,LM Royal,89 D Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1179 Asteen Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1179 Neck 400.JPG,,medium
R0352,14,1179,neck+astin border,brown,102 D Royal,834 D Raj,366 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1179 Asteen Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1179 Neck 400.JPG,,high
R0353,14,1180,neck+astin border,blue,130 L Royal,335 Royal,722 D Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1180 Asteen Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1180 Neck 400.JPG,,high
R0354,14,1180,neck+astin border,orange,95 NL Raj,190 Raj,376 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1180 Asteen Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1180 Neck 400.JPG,,high
R0355,14,1180,neck+astin border,green,735 Royal,190 Raj,343 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1180 Asteen Border 200.JPG|Jeetubhai Images\OS New folder (11) Images\1180 Neck 400.JPG,,high
R0356,14,1113,neck/border,purple,777 Royal,123 Royal,810 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,30 pcs; cream cloth,high
R0357,14,1113,neck/border,pink,834 D Raj,123 Royal,75 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,28 pcs,high
R0358,14,1113,neck/border,yellow,147 DT Raj,123 Royal,767 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,21 pcs,high
R0359,14,1113,neck/border,firozi,105 D Raj,123 Royal,105 L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,28 pcs,high
R0360,14,9059,neck/border,orange,727 Royal,315 Royal,732 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,40 pcs; cream cloth; CP,high
R0361,14,9059,neck/border,green,103 Royal,315 Royal,M Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,40 pcs,medium
R0362,14,9059,neck/border,purple,710 Royal,315 Royal,842 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9059 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9059 Neck CP 250.JPG,40 pcs,high
R0363,14,1181,neck+astin border,blue,190 Raj,130 L Royal,722 D Royal,BCH,,,n4=BCH,Jeetubhai Images\OS New folder (11) Images\1181 Border Asteen 200.JPG|Jeetubhai Images\OS New folder (11) Images\1181 Neck 400.JPG,,high
R0364,14,1181,neck+astin border,orange,190 Raj,95 NL Raj,376 Royal,BCH,,,n4=BCH,Jeetubhai Images\OS New folder (11) Images\1181 Border Asteen 200.JPG|Jeetubhai Images\OS New folder (11) Images\1181 Neck 400.JPG,,high
R0365,14,1181,neck+astin border,green,335 Royal,735 Royal,343 Royal,BCH,,,n4=BCH,Jeetubhai Images\OS New folder (11) Images\1181 Border Asteen 200.JPG|Jeetubhai Images\OS New folder (11) Images\1181 Neck 400.JPG,,high
R0369,15,7053,kp,red,145 R Raj,118 LL Royal,147 DR Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7053 KP 200.JPG,,medium
R0370,15,7053,kp,violet,840 LL Royal,118 LL Royal,Black,,,,,Jeetubhai Images\OS New folder (7) Images\7053 KP 200.JPG,,medium
R0371,15,7053,kp,sky blue,840 Royal,118 LL Royal,925 Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7053 KP 200.JPG,,high
R0372,15,1174,neck+astin,purple,16 N Royal,31 L Royal,821 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1174 Neck.JPG,framing,high
R0373,15,1174,neck+astin,maroon,89 Royal,331 Royal,739 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1174 Neck.JPG,,high
R0374,15,1174,neck+astin,firozi,813 D Royal,31 L Royal,372 L Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1174 Neck.JPG,,high
R0375,15,1173,neck+astin,purple,1375 Royal,118 LL Royal,335 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1173 Neck.JPG,framing,high
R0376,15,1173,neck+astin,green,LM Raj,118 LL Royal,33 S Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1173 Neck.JPG,,high
R0377,15,1173,neck+astin,firozi,409 Royal,118 LL Royal,80 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1173 Neck.JPG,,high
R0378,15,1178,neck,green,190 Raj,31 L Royal,711 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1178 Neck.JPG,85 pcs; shared colour list with 1178 and 1177,high
R0379,15,1178,neck,mustard,190 Raj,31 L Royal,104 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1178 Neck.JPG,79 pcs; shared colour list with 1178 and 1177,high
R0380,15,1178,neck,blue,190 Raj,31 L Royal,833 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1178 Neck.JPG,85 pcs; shared colour list with 1178 and 1177,high
R0381,15,1177,neck,green,190 Raj,31 L Royal,711 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,85 pcs; shared colour list with 1178 and 1177,high
R0382,15,1177,neck,mustard,190 Raj,31 L Royal,104 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,79 pcs; shared colour list with 1178 and 1177,high
R0383,15,1177,neck,blue,190 Raj,31 L Royal,833 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1177 Neck 250.JPG,85 pcs; shared colour list with 1178 and 1177,high
R0384,15,1175,neck,green,763 Royal,333 Royal,837 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1175 Neck 250.JPG,shared colour list with 1175 and 1176,high
R0385,15,1175,neck,pink,1210 Royal,32 Royal,776 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1175 Neck 250.JPG,shared colour list with 1175 and 1176,medium
R0386,15,1175,neck,blue,333 Royal,311 Royal,722 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1175 Neck 250.JPG,shared colour list with 1175 and 1176,high
R0387,15,1176,neck,green,763 Royal,333 Royal,837 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1176 Neck.JPG,shared colour list with 1175 and 1176,high
R0388,15,1176,neck,pink,1210 Royal,32 Royal,776 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1176 Neck.JPG,shared colour list with 1175 and 1176,medium
R0389,15,1176,neck,blue,333 Royal,311 Royal,722 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1176 Neck.JPG,shared colour list with 1175 and 1176,high
R0393,15,9035,kp,green,809 Royal,188 Raj,45 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9035 KP 200.JPG,,high
R0394,15,9035,kp,grey,61 N Royal,188 Raj,68 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9035 KP 200.JPG,,medium
R0395,15,9035,kp,chiku,308 Royal,188 Raj,809 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9035 KP 200.JPG,,medium
R0396,15,5071,kp,cream,728 D Royal,719 L Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5071 Kurta patti 400.BMP,,high
R0397,15,5071,kp,pink,727 Royal,766 Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5071 Kurta patti 400.BMP,,high
R0398,15,5071,kp,firozi,710 Royal,741 Raj,,,,,,Jeetubhai Images\OS New folder (5) Images\5071 Kurta patti 400.BMP,,high
R0403,16,1172,neck+astin,yellow,716 Royal,751 Royal,707 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1172 Neck.JPG,52x3=156 Pcs,high
R0404,16,1172,neck+astin,grey,79 Royal,751 Royal,68 NL Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1172 Neck.JPG,ditto n2 from above,high
R0405,16,1172,neck+astin,pink,719 Royal,751 Royal,766 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1172 Neck.JPG,ditto n2 from above,high
R0406,16,1171,neck+astin,yellow,751 Royal,104 NL Royal,104 D Raj,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1171 Neck.JPG,52x3=156 Pcs,high
R0407,16,1171,neck+astin,pink,94 Royal,46 Royal,797 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1171 Neck.JPG,ditto n4,high
R0408,16,1171,neck+astin,firozi,710 Royal,415 Royal,711 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1171 Neck.JPG,ditto n4,high
R0409,16,1170,neck+astin,pink,123 Royal,777 Royal,810 Raj,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1170 Neck 500.JPG,40x4=160 Pcs,high
R0410,16,1170,neck+astin,firozi,123 Royal,834 D Raj,75 Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1170 Neck 500.JPG,"ditto n1,n4",high
R0411,16,1170,neck+astin,purple,123 Royal,147 DT Raj,767 Raj,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1170 Neck 500.JPG,"ditto n1,n4",high
R0412,16,1170,neck+astin,yellow,123 Royal,105 D Raj,105 L Royal,BCH Jari,,,n4=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1170 Neck 500.JPG,"ditto n1,n4",high
R0413,16,8030,kp,l.orange,90 ND Royal,726 Royal,33 S Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8030 KP 200.JPG,60x3=180 Pcs,high
R0414,16,8030,kp,grey,34 Royal,727 Royal,845 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8030 KP 200.JPG,,high
R0415,16,8030,kp,rust,90 L Royal,706 Royal,33 S Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8030 KP 200.JPG,,high
R0416,16,8079,kp,green,235 Royal,314 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,45x4=180 Pcs,high
R0417,16,8079,kp,n.blue,710 D Royal,314 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,ditto n2,high
R0418,16,8079,kp,d.purple,362 Royal,314 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,ditto n2,high
R0419,16,8079,kp,maroon,732 Royal,314 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,ditto n2,high
R0420,16,8035,kp,violet,739 Royal,31 L Royal,89 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8035 KP 200.JPG,125 Pcs; 39 Pcs,high
R0421,16,8035,kp,rama,372 L Royal,31 L Royal,710 D Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8035 KP 200.JPG,ditto n2; 41 Pcs,high
R0422,16,8035,kp,purple,821 Royal,31 L Royal,16 N Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8035 KP 200.JPG,ditto n2; 45 Pcs,high
R0423,16,8074,kp,yellow,775 L Royal,33 S Royal,LM Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8074 KP 400.BMP,60x3=180 Pcs,high
R0424,16,8074,kp,purple,118 Royal,33 S Royal,147 DT Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8074 KP 400.BMP,,high
R0425,16,8074,kp,rama,775 L Royal,33 S Royal,409 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8074 KP 400.BMP,,high
R0426,16,7022,kp,green,M Royal,118 LL Royal,33 S Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7022 KP 200.JPG,60x3=180 Pcs,high
R0427,16,7022,kp,rama,813 Royal,118 LL Royal,33 S Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7022 KP 200.JPG,ditto n3,high
R0428,16,7022,kp,purple,362 Royal,118 LL Royal,33 S Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7022 KP 200.JPG,ditto n3,high
R0429,17,1161,neck,green,76 Royal,74 Royal,751 Royal,LG,,,,Jeetubhai Images\OS New folder (11) Images\1161 Neck 400.JPG,52x3=156 + Border - 1 M/r; n4=LG,high
R0430,17,1161,neck,blue,834 Royal,115 Royal,751 Royal,LG,,,,Jeetubhai Images\OS New folder (11) Images\1161 Neck 400.JPG,"ditto n3,n4",high
R0431,17,1161,neck,yellow,188 Raj,303 Royal,751 Royal,LG,,,,Jeetubhai Images\OS New folder (11) Images\1161 Neck 400.JPG,"ditto n3,n4",high
R0432,17,1165,neck,blue,125 Royal,834D Raj,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,shared list with 1166; Neck 24x4=96 + 30x4=120; 40 Pcs,high
R0433,17,1165,neck,purple,125 Royal,125 LR Royal,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,"ditto n1,n3; 42 Pcs",high
R0434,17,1165,neck,wine,125 Royal,768L Raj,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,"ditto n1,n3; 33 Pcs",high
R0435,17,1165,neck,green,125 Royal,,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1165 Neck 250.JPG,"ditto n1,n3; 42 Pcs; n2 faint/unreadable",medium
R0436,17,1166,neck,blue,125 Royal,834D Raj,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1166 Neck 250.JPG,shared list with 1165; Neck 157 Pcs; 40 Pcs,high
R0437,17,1166,neck,purple,125 Royal,125 LR Royal,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1166 Neck 250.JPG,"ditto n1,n3; 42 Pcs",high
R0438,17,1166,neck,wine,125 Royal,768L Raj,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1166 Neck 250.JPG,"ditto n1,n3; 33 Pcs",high
R0439,17,1166,neck,green,125 Royal,,119L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1166 Neck 250.JPG,"ditto n1,n3; 42 Pcs; n2 faint/unreadable",medium
R0440,17,1164,neck,black,372 Royal,377 Royal,739 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1164 Neck 250.JPG,50x3=150 +123; 34 Pcs,high
R0441,17,1164,neck,maroon,79 Royal,M Royal,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1164 Neck 250.JPG,49 Pcs,high
R0442,17,1164,neck,blue,739 Royal,377 Royal,90N Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1164 Neck 250.JPG,40 Pcs,high
R0443,17,1162,neck,brown,102 Raj,118LL Royal,90 Raj,LG,,,,Jeetubhai Images\OS New folder (11) Images\1162 Neck.JPG,160 Pcs; 55 Pcs; n4=LG,high
R0444,17,1162,neck,green,710 Royal,336 Royal,710 D Royal,LG,,,,Jeetubhai Images\OS New folder (11) Images\1162 Neck.JPG,ditto n4; 55 Pcs,high
R0445,17,1162,neck,firozi,79 Raj,118LL Royal,82 Raj,LG,,,,Jeetubhai Images\OS New folder (11) Images\1162 Neck.JPG,ditto n4; 50 Pcs,high
R0446,17,1168,neck,black,118 N Royal,168 Royal,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1168 Neck 250.JPG,shared with 1167; 129 Pcs; Black-53,high
R0447,17,1168,neck,red,118 N Royal,Black,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1168 Neck 250.JPG,"ditto n1,n3; 41 Pcs; n2 written Black",high
R0448,17,1168,neck,blue,118 N Royal,834 D Raj,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1168 Neck 250.JPG,"ditto n1,n3; 35 Pcs",high
R0449,17,1167,neck,black,118 N Royal,168 Royal,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1167 Neck 250.JPG,shared with 1167; 129 Pcs; Black-53; shared list with 1168; Neck 42x3=126 + 30x3=90,high
R0450,17,1167,neck,red,118 N Royal,Black,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1167 Neck 250.JPG,"ditto n1,n3; 41 Pcs; n2 written Black; shared list with 1168; Neck 42x3=126 + 30x3=90",high
R0451,17,1167,neck,blue,118 N Royal,834 D Raj,119 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1167 Neck 250.JPG,"ditto n1,n3; 35 Pcs; shared list with 1168; Neck 42x3=126 + 30x3=90",high
