recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R0115,5,9050,kp,,29 Royal,190 Raj,27 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,46 pcs,high
R0116,5,9050,kp,,87 Royal,190 Raj,84 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,49 pcs,high
R0117,5,9050,kp,,144 Royal,190 Raj,704 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9050 KP 200.JPG,51 pcs,high
R0118,5,9032,kp,,357 Royal,34 Raj,779 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9032 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9032 KP 250.JPG,36 pcs; KP 110 Pcs block,high
R0119,5,9032,kp,,309 Royal,123 Royal,27 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9032 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9032 KP 250.JPG,38 pcs,high
R0120,5,9032,kp,,804 Royal,820 Royal,735 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9032 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9032 KP 250.JPG,36 pcs,high
R0124,5,1192,neck+border,,BCH Jari,1375 Royal,32 N Royal,,,,n1=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1192 Neck 400.JPG,,high
R0125,5,1192,neck+border,,BCH Jari,710 D Royal,709 Raj,,,,n1=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1192 Neck 400.JPG,,high
R0126,5,1192,neck+border,,BCH Jari,34 Royal,34 S Royal,,,,n1=BCH Jari,Jeetubhai Images\OS New folder (11) Images\1192 Neck 400.JPG,,high
R0237,10,5082,kp,,9 Royal,126 Raj,,,,,,Jeetubhai Images\OS New folder (5) Images\5082 Kurta patti 400.BMP,,high
R0238,10,5082,kp,,126 Raj,8 D Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5082 Kurta patti 400.BMP,,high
R0239,10,5082,kp,,842 Royal,8 D Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5082 Kurta patti 400.BMP,,high
R0305,12,1189,neck,,763 Royal,709 Raj,311 Jari,710 D Royal,,,n3=311 Jari,Jeetubhai Images\OS New folder (11) Images\1189 Neck 400.JPG,,high
R0306,12,1189,neck,,79 Raj,119 D Royal,311 Jari,90 ND Royal,,,n3=311 Jari,Jeetubhai Images\OS New folder (11) Images\1189 Neck 400.JPG,,high
R0317,13,9075,cp,,319 Royal,110 D Royal,86 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9075 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9075 Neck 250.JPG,,high
R0318,13,1182,neck,,732 Royal,315 Royal,727 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1182 Neck 250.JPG,,high
R0320,13,1182,neck,,842 Royal,315 Royal,710 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1182 Neck 250.JPG,,high
R0328,13,1185,neck,,124 Royal,32 S Royal,786 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1185 Neck 250.JPG,,high
R0333,13,1187,neck,,775 L Royal,32 N Royal,734 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1187 Neck 250.JPG,,high
R0334,13,1187,neck,,27 Royal,33 N Royal,706 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1187 Neck 250.JPG,,high
R0335,13,1187,neck,,62 N Royal,32 N Royal,85 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1187 Neck 250.JPG,,high
R0344,14,6034,kp,,145 T Raj,1375 Royal,372 LL Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6034 KP 250.BMP,,high
R0345,14,6034,kp,,62 N Royal,409 Royal,710 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6034 KP 250.BMP,,high
R0346,14,6034,kp,,LM Royal,343 Royal,323 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6034 KP 250.BMP,,high
R0347,14,7037,kp,,235 Royal,727 L Royal,105 L Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7037 KP 200.JPG,,high
R0349,14,7037,kp,,824 Royal,727 L Royal,809 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7037 KP 200.JPG,,high
R0368,14,9058,cp,,79 Royal,118 LL Royal,728 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,,high
R0391,15,9022,kp,,46 Royal,94 Royal,797 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9022 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9022 KP.JPG,,high
R0392,15,9022,kp,,45 Royal,710 Royal,711 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9022 KP 200.JPG|Jeetubhai Images\OS New folder (9) Images\9022 KP.JPG,,high
R0399,15,9026,kp,,123 Royal,777 Royal,810 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,,high
R0400,15,9026,kp,,123 Royal,834 D Raj,75 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,,high
R0401,15,9026,kp,,123 Royal,147 DT Raj,767 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,,high
R0535,20,9058,cp,,823 Royal,710 Royal,333 Royal,847 Royal,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,New 4 color design 40x3=120 Pcs,high
R0536,20,9058,cp,,823 Royal,710 Royal,333 Royal,406 Royal,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,"ditto n1,n2,n3",high
R0537,20,9058,cp,,823 Royal,80 Royal,333 Royal,776 Raj,,,,Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Border.JPG|Jeetubhai Images\OS New folder (9) Images\9058 4 Color CP Neck.JPG|Jeetubhai Images\OS New folder (9) Images\9058 Border CP 250.JPG|Jeetubhai Images\OS New folder (9) Images\9058 CP Border 250.JPG,"ditto n1,n3",high
R0538,20,9023,kp,,710 Royal,823 Royal,847 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,shared with 9057+9078; 40x3=120 Pcs,high
R0539,20,9023,kp,,710 Royal,823 Royal,406 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,shared with 9057+9078; ditto n2,high
R0540,20,9023,kp,,80 Royal,823 Royal,776 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,shared with 9057+9078; ditto n2,high
R0541,20,9078,neck,,710 Royal,823 Royal,847 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,shared with 9057+9078; 40x3=120 Pcs; shared list with 9023+9057; Neck 40x3=120,high
R0542,20,9078,neck,,710 Royal,823 Royal,406 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,shared with 9057+9078; ditto n2; shared list with 9023+9057; Neck 40x3=120,high
R0543,20,9078,neck,,80 Royal,823 Royal,776 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9078 Neck 400.JPG,shared with 9057+9078; ditto n2; shared list with 9023+9057; Neck 40x3=120,high
R0544,20,9057,neck,,710 Royal,823 Royal,847 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9057 Neck 250.JPG,shared with 9057+9078; 40x3=120 Pcs; shared list with 9023+9078; Neck 32+35+35=102,high
R0545,20,9057,neck,,710 Royal,823 Royal,406 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9057 Neck 250.JPG,shared with 9057+9078; ditto n2; shared list with 9023+9078; Neck 32+35+35=102,high
R0546,20,9057,neck,,80 Royal,823 Royal,776 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9057 Neck 250.JPG,shared with 9057+9078; ditto n2; shared list with 9023+9078; Neck 32+35+35=102,high
R0579,21,1140,neck,,104 Raj,311 Jari,792 D Raj,2220 Raj,,,n2=311 Jari,Jeetubhai Images\OS New folder (11) Images\1140 Neck 400.JPG,101 Pcs,high
R0580,21,1140,neck,,Silver Jari,311 Jari,711 Royal,722 D Raj,,,n1=Silver Jari; n2=311 Jari,Jeetubhai Images\OS New folder (11) Images\1140 Neck 400.JPG,109 Pcs,high
R0622,23,7090,kp,,778 L Royal,820 Royal,341 R Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7090 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7090 KP 400.BMP,50x3=150 Pcs,high
R0623,23,7090,kp,,88 NL Royal,820 Royal,93 N Raj,,,,,Jeetubhai Images\OS New folder (7) Images\7090 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7090 KP 400.BMP,,high
R0624,23,7090,kp,,840 L Royal,710 D Raj,841 Royal,,,,,Jeetubhai Images\OS New folder (7) Images\7090 KP 200.JPG|Jeetubhai Images\OS New folder (7) Images\7090 KP 400.BMP,,high
R0634,23,8079,kp,,8 D Royal,102 Raj,,,,,,Jeetubhai Images\OS New folder (8) Images\8079 KP 400.BMP,70x3=210 Pcs; single clear row,high
R0638,23,1132,neck,,307 Royal,820 Royal,767 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1132 Neck 250.JPG,shared with 6008; 21x3=63 + 40x3=120; 36 KP,high
R0639,23,1132,neck,,828 Royal,820 Royal,722 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1132 Neck 250.JPG,ditto n2; 52 KP,high
R0640,23,1132,neck,,102 Royal,820 Royal,707 D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1132 Neck 250.JPG,ditto n2; 49 KP,high
R0641,23,6008,kp,,307 Royal,820 Royal,767 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6008 KP 250.BMP,shared with 1132; 137 Pcs; 36 KP,high
R0642,23,6008,kp,,828 Royal,820 Royal,722 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6008 KP 250.BMP,ditto n2; 52 KP,high
R0643,23,6008,kp,,102 Royal,820 Royal,707 D Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6008 KP 250.BMP,ditto n2; 49 KP,high
R0663,24,9073,cp,,790 Royal,727 Royal,47 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,52x3=156,high
R0664,24,9073,cp,,104 L Royal,123 Royal,105 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R0665,24,9073,cp,,721 Raj,803 Royal,222 D Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9073 Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\9073 Neck 250.JPG,,high
R0675,25,9079,neck,,103 Royal,190 Raj,744 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,shared with 1121; 60x4=240; prefix QS/OS,high
R0676,25,9079,neck,,81 Raj,190 Raj,363R Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,ditto n2,high
R0677,25,9079,neck,,707 Royal,190 Raj,90NL Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,ditto n2,high
R0678,25,9079,neck,,702 Raj,190 Raj,741 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,ditto n2,high
R0679,25,1121,kp,,103 Royal,190 Raj,744 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1121 KP 250.JPG,shared with 9079; 60x4=240,high
R0680,25,1121,kp,,81 Raj,190 Raj,363R Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1121 KP 250.JPG,ditto n2,high
R0681,25,1121,kp,,707 Royal,190 Raj,90NL Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1121 KP 250.JPG,ditto n2,high
R0682,25,1121,kp,,702 Raj,190 Raj,741 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1121 KP 250.JPG,ditto n2,high
R0709,26,1119,cp,,376 Royal,124 Raj,145 DT Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,40x4=160,high
R0710,26,1119,cp,,711 Royal,124 Raj,834 D Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,ditto n2,high
R0711,26,1119,cp,,104 Royal,124 Raj,105 N Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,ditto n2,high
R0712,26,1119,cp,,779 Royal,124 Raj,358 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1119 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1119 CP Neck 250.JPG,ditto n2,high
R0713,26,1084,neck,,911 Raj,105 D Raj,871 Raj,,,,,,shared 1084+1106+9054; 40x3=120; 53 Pcs,high
R0714,26,1084,neck,,MD Royal,871 Raj,80 Raj,,,,,,65 Pcs,high
R0715,26,1084,neck,,8 D Raj,MD Royal,Black,,,,,,53 Pcs; n3=Black,high
R0716,26,1106,neck,,911 Raj,105 D Raj,871 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1106 Neck 250.JPG,shared 1084+1106+9054; 40x3=120; 53 Pcs,high
R0717,26,1106,neck,,MD Royal,871 Raj,80 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1106 Neck 250.JPG,65 Pcs,high
R0718,26,1106,neck,,8 D Raj,MD Royal,Black,,,,,Jeetubhai Images\OS New folder (11) Images\1106 Neck 250.JPG,53 Pcs; n3=Black,high
R0719,26,9054,kp,,911 Raj,105 D Raj,871 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,shared 1084+1106+9054; 171 Pcs; 53 Pcs,high
R0720,26,9054,kp,,MD Royal,871 Raj,80 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,65 Pcs,high
R0721,26,9054,kp,,8 D Raj,MD Royal,Black,,,,,Jeetubhai Images\OS New folder (9) Images\9054 KP 200.JPG,53 Pcs; n3=Black,high
R0725,26,9085,neck,,342 Royal,335 Royal,722 D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG|Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,shared with 8057; 81x3=243,high
R0726,26,9085,neck,,950 Raj,335 Royal,862 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9085 Neck 250.JPG|Jeetubhai Images\OS New folder (9) Images\9085 Neck.JPG,ditto n2,high
R0728,26,8057,kp,,342 Royal,335 Royal,722 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared with 9085; 80x3=240,high
R0729,26,8057,kp,,950 Raj,335 Royal,862 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,ditto n2,high
R0731,26,8054,neck,,104 Royal,95 Royal,727 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8054 Neck 250.BMP|Jeetubhai Images\OS New folder (8) Images\8054 Neck 400.BMP,154 Pcs; 52 Pcs,high
R0732,26,8054,neck,,827 Royal,722 Royal,325 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8054 Neck 250.BMP|Jeetubhai Images\OS New folder (8) Images\8054 Neck 400.BMP,52 Pcs,high
R0733,26,8054,neck,,710 Raj,877 Raj,727 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8054 Neck 250.BMP|Jeetubhai Images\OS New folder (8) Images\8054 Neck 400.BMP,50 Pcs,high
R0745,27,6008,kp,,315 Royal,719 Royal,125 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6008 KP 250.BMP,40x3=120,high
R0746,27,6008,kp,,739L Raj,840L Royal,739 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6008 KP 250.BMP,,high
R0747,27,6008,kp,,338 Royal,104L Royal,168 Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6008 KP 250.BMP,,high
R0748,27,6040,kp,,722 Royal,372 Royal,834D Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6040 KP 250.JPG,40x3=120,high
R0749,27,6040,kp,,719 Royal,190 Raj,90ND Royal,,,,,Jeetubhai Images\OS New folder (6) Images\6040 KP 250.JPG,,high
R0750,27,6040,kp,,339D Raj,190 Raj,941 Raj,,,,,Jeetubhai Images\OS New folder (6) Images\6040 KP 250.JPG,ditto n2,high
R0763,27,1117,cp,,709 Raj,722 Royal,834 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1117 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1117 CP Neck.JPG,40x4=160,high
R0764,27,1117,cp,,727 Royal,127 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1117 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1117 CP Neck.JPG,,high
R0765,27,1117,cp,,79 Royal,793 Raj,732D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1117 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1117 CP Neck.JPG,,high
R0766,27,1117,cp,,710 Royal,793 Raj,74N Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1117 CP Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1117 CP Neck.JPG,ditto n2,high
R0773,28,1116,neck+border,,73 N Raj,33 S Royal,722 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1116 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1116 Neck 400.JPG,223 Pcs; 72 Pcs,high
R0774,28,1116,neck+border,,735D Royal,717 L Royal,99 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1116 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1116 Neck 400.JPG,76 Pcs,high
R0775,28,1116,neck+border,,26 Royal,727 Royal,15 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1116 Border 250.JPG|Jeetubhai Images\OS New folder (11) Images\1116 Neck 400.JPG,75 Pcs,high
R0785,28,9074,cp,,147 D T Raj,702 Royal,766 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,40x4=160; n1 written DTRay→DT Raj,high
R0786,28,9074,cp,,105D Royal,702 Royal,104 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,ditto n2,high
R0787,28,9074,cp,,840L Royal,702 Royal,722 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,ditto n2,high
R0788,28,9074,cp,,82 Royal,702 Royal,720 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9074 Border 250 1000.JPG|Jeetubhai Images\OS New folder (9) Images\9074 Neck 250.JPG,ditto n2,high
R0789,28,5087,kp,,110N Royal,1003 Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5087 Kurta Patti 400.BMP,70x3=210,high
R0790,28,5087,kp,,740 Royal,823 Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5087 Kurta Patti 400.BMP,,high
R0791,28,5087,kp,,707 Royal,17N Royal,,,,,,Jeetubhai Images\OS New folder (5) Images\5087 Kurta Patti 400.BMP,,high
R0792,28,9026,kp,,710 Royal,110N Royal,97 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,40x3=120,high
R0793,28,9026,kp,,97 Raj,315D Royal,840 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,,high
R0794,28,9026,kp,,97 Royal,315D Royal,718 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9026 KP 200.JPG,,high
R0795,29,9034,neck+daman,,361 Royal,724 Royal,127 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9034 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 2 400.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 200.JPG,Neck1+Neck2+Daman(2.15) 151 Pcs; 53 Pcs,high
R0796,29,9034,neck+daman,,840L Royal,820 Royal,827 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9034 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 2 400.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 200.JPG,50 Pcs,high
R0797,29,9034,neck+daman,,743 Royal,820 Royal,839 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9034 Daman 250.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 2 400.JPG|Jeetubhai Images\OS New folder (9) Images\9034 Neck 200.JPG,48 Pcs,high
R0826,30,1114,cp,,342 Royal,33S Royal,722D Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1114 CP Border 250.JPG,52x3=156,high
R0827,30,1114,cp,,94N Raj,33S Royal,104L Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1114 CP Border 250.JPG,,high
R0828,30,1114,cp,,787 Royal,33S Royal,767 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1114 CP Border 250.JPG,,high
R0832,30,9051,kp,,151 Raj,88 NL Royal,117 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,70x3=210,high
R0833,30,9051,kp,,825 Royal,142 Royal,357 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,,high
R0834,30,9051,kp,,741 Raj,727 L Royal,813D Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9051 KP 200.JPG,,high
R0838,30,7050,kp,,741 Raj,739 Raj,,,,,,Jeetubhai Images\OS New folder (7) Images\7050 KP 250.JPG,50x4=200,high
R0839,30,7050,kp,,145 T Raj,715 Raj,,,,,,Jeetubhai Images\OS New folder (7) Images\7050 KP 250.JPG,,high
R0840,30,7050,kp,,92 ND Royal,706 Royal,,,,,,Jeetubhai Images\OS New folder (7) Images\7050 KP 250.JPG,,high
R0841,30,7050,kp,,168 Royal,702 Royal,,,,,,Jeetubhai Images\OS New folder (7) Images\7050 KP 250.JPG,,high
R0845,30,8051,kp,,847 Royal,315 Royal,850 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,24x4=96,high
R0846,30,8051,kp,,706 Royal,315 Royal,127 DD Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,ditto n2,high
R0847,30,8051,kp,,375 Royal,315 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,ditto n2,high
R0848,30,8051,kp,,84 Royal,315 Royal,741D Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8051 KP 200.BMP|Jeetubhai Images\OS New folder (8) Images\8051 KP 400.BMP,ditto n2,high
R0849,30,8058,kp,,104 Royal,95 Royal,727 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,50x3=150,high
R0850,30,8058,kp,,827 Royal,722 Royal,32S Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,,high
R0851,30,8058,kp,,710 Raj,877 Raj,727 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,,high
R0856,31,1113,cp,,361 Royal,774 Royal,127 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,,high
R0857,31,1113,cp,,743 Royal,820 Royal,839 Raj,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,,high
R0858,31,1113,cp,,840 L Royal,820 Royal,827 Royal,,,,,Jeetubhai Images\OS New folder (11) Images\1113 CP Border 250.JPG|Jeetubhai Images\OS New folder (9) Images\1113 CP Neck 250.JPG,,high
R0868,31,9023,kp,,820 Royal,728 D Royal,707 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,shared with 9083,high
R0869,31,9023,kp,,83 Royal,751 Royal,74 N SH,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,shared with 9083,high
R0870,31,9023,kp,,97 L Royal,235 Royal,LMLL Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9023 KP 200.JPG,shared with 9083,high
R0871,31,9049,kp,,143 Raj,315 Royal,83 U Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9049 KP 200.JPG,31 Pcs,high
R0872,31,9049,kp,,361 Royal,315 Royal,363 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9049 KP 200.JPG,36 Pcs,high
R0873,31,9049,kp,,778 L Royal,315 Royal,88 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9049 KP 200.JPG,32 Pcs,high
R0874,31,9049,kp,,97 L Raj,315 Royal,100 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9049 KP 200.JPG,33 Pcs,high
R0875,31,9053,kp,,363 Raj,735 Raj,740 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9053 KP 200.JPG,,high
R0876,31,9053,kp,,709 Raj,150 Raj,707 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9053 KP 200.JPG,,high
R0877,31,9053,kp,,710 D Royal,363 Raj,709 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9053 KP 200.JPG,,high
R0878,31,9079,neck,,143 Raj,315 Royal,83 U Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,31 Pcs; shared with 9049,high
R0879,31,9079,neck,,361 Royal,315 Royal,363 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,36 Pcs; shared with 9049,high
R0880,31,9079,neck,,778 L Royal,315 Royal,88 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,32 Pcs; shared with 9049,high
R0881,31,9079,neck,,97 L Raj,315 Royal,100 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9079 Neck 400.JPG,33 Pcs; shared with 9049,high
R0882,31,9083,neck,,820 Royal,728 D Royal,707 Raj,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R0883,31,9083,neck,,83 Royal,751 Royal,74 N SH,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R0884,31,9083,neck,,97 L Royal,235 Royal,LMLL Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9083 Neck.JPG,,high
R0885,31,9084,neck,,375 Royal,315 Royal,362 Royal,,,,,Jeetubhai Images\OS New folder (9) Images\9084 Neck.JPG,,high
