recipe_id,source_page,design_no,parts,cloth,n1,n2,n3,n4,n5,tikli,jari_note,image,notes,clarity
R2181,74,8004,neck+border,,834 D Raj,104 N Raj,321 Royal,768 D Royal,,,,Jeetubhai Images\OS New folder (8) Images\8004 border 200.JPG,,high
R2185,74,8061,neck,,105 D Raj,MD Royal,80 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8061 Neck 250.BMP,LG; shared 8061/8062,high
R2186,74,8061,neck,,911 Raj,732 Royal,871 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8061 Neck 250.BMP,LG; shared 8061/8062,high
R2187,74,8061,neck,,MD Royal,80 Raj,Black,,,,,Jeetubhai Images\OS New folder (8) Images\8061 Neck 250.BMP,LG; shared 8061/8062,high
R2188,74,8062,kk,,105 D Raj,MD Royal,80 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,LG; shared 8061/8062,high
R2189,74,8062,kk,,911 Raj,732 Royal,871 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,LG; shared 8061/8062,high
R2190,74,8062,kk,,MD Royal,80 Raj,Black,,,,,Jeetubhai Images\OS New folder (8) Images\8062 KP 250.BMP,LG; shared 8061/8062,high
R2194,75,5033,neck+border,,105 D Raj,112 N Raj,725 Raj,,,,,Jeetubhai Images\OS New folder (5) Images\5033 Neck 400.BMP,,high
R2203,75,8057,kp,,190 Raj,M Royal,104 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared 8057/8058,high
R2204,75,8057,kp,,315 Raj,712 Royal,911 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared 8057/8058,high
R2205,75,8057,kp,,315 Raj,849 Raj,100 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared 8057/8058,high
R2206,75,8057,kp,,315 Raj,M Royal,768 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared 8057/8058,high
R2207,75,8057,kp,,731 Royal,MMD Royal,8 NL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared 8057/8058,high
R2208,75,8057,kp,,88 Royal,M Royal,729 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8057 KP 200.BMP,shared 8057/8058,high
R2209,75,8058,,,190 Raj,M Royal,104 Raj,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,shared 8057/8058; part blank on header,high
R2210,75,8058,,,315 Raj,712 Royal,911 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,shared 8057/8058; part blank on header,high
R2211,75,8058,,,315 Raj,849 Raj,100 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,shared 8057/8058; part blank on header,high
R2212,75,8058,,,315 Raj,M Royal,768 D Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,shared 8057/8058; part blank on header,high
R2213,75,8058,,,731 Royal,MMD Royal,8 NL Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,shared 8057/8058; part blank on header,high
R2214,75,8058,,,88 Royal,M Royal,729 Royal,,,,,Jeetubhai Images\OS New folder (8) Images\8058 KP 200.BMP,shared 8057/8058; part blank on header,high
